counter,memember,sum
1,2.12769216214097,2.12769216214097
2,-2.43164818530397,-0.303956023162996
3,1.23792998524566,0.933973962082661
4,-0.345834408576565,0.588139553506097
5,0.0606727032590464,0.648812256765143
6,-0.00729031691333997,0.641521939851803
7,0.000636950765458003,0.642158890617261
8,-4.2267700564955e-05,0.642116622916696
9,2.20218271851026e-06,0.642118825099415
